strain_region_coarse_date	accession	date	region_coarse	country	strain
MPX/Human/USA/CA-LACPHL-MA00102/2022_NorthAmerica_2022-09-01	OP539887	2022-09-01	North America	USA	MPX/Human/USA/CA-LACPHL-MA00102/2022
Monkeypox/PT0399/2022_SouthernEurope_2022-07-18	OP555495	2022-07-18	Southern Europe	Portugal	Monkeypox/PT0399/2022
MPXV/Germany/2022/RKI368_WesternEurope_2022-09-24	OP484689	2022-09-24	Western Europe	Germany	MPXV/Germany/2022/RKI368
MPXV/Germany/2022/ON/RKI635_WesternEurope_2022-08-24	OQ159030	2022-08-24	Western Europe	Germany	MPXV/Germany/2022/ON/RKI635
MPXV/Germany/2022/RKI250_WesternEurope_2022-08-24	OP215229	2022-08-24	Western Europe	Germany	MPXV/Germany/2022/RKI250
RNA_7b8145_CentralEurope_2022-08-01	OX291676	2022-08-01	Central Europe	Slovakia	RNA_7b8145
RNA_2rgt57_CentralEurope_2022-07-25	OX291780	2022-07-25	Central Europe	Slovakia	RNA_2rgt57
MPXV/Germany/2022/ON/RKI449_WesternEurope_2022-09-01	OP615325	2022-09-01	Western Europe	Germany	MPXV/Germany/2022/ON/RKI449
MPXV/Germany/2022/ON/RKI448_WesternEurope_2022-09-01	OP615324	2022-09-01	Western Europe	Germany	MPXV/Germany/2022/ON/RKI448
hMPX/USA/CA-LACPHL-MA00174/2022_NorthAmerica_2022-08-03	OP580607	2022-08-03	North America	USA	hMPX/USA/CA-LACPHL-MA00174/2022
MPXV/Human/USA/CA-LACPHL-MA00300/2022_NorthAmerica_2022-09-27	OP890534	2022-09-27	North America	USA	MPXV/Human/USA/CA-LACPHL-MA00300/2022
MPX/Human/USA/CA-LACPHL-MA00110/2022_NorthAmerica_2022-08-31	OP539895	2022-08-31	North America	USA	MPX/Human/USA/CA-LACPHL-MA00110/2022
MPX/Human/USA/CA-LACPHL-MA00105/2022_NorthAmerica_2022-08-24	OP539890	2022-08-24	North America	USA	MPX/Human/USA/CA-LACPHL-MA00105/2022
MPXV/Germany/2022/RKI486_WesternEurope_2022-07-20	OP626124	2022-07-20	Western Europe	Germany	MPXV/Germany/2022/RKI486
MPX/Human/USA/CA-LACPHL-MA00141/2022_NorthAmerica_2022-08-25	OP539926	2022-08-25	North America	USA	MPX/Human/USA/CA-LACPHL-MA00141/2022
Monkeypox/PT0259/2022_SouthernEurope_2022-06-19	OP414300	2022-06-19	Southern Europe	Portugal	Monkeypox/PT0259/2022
Monkeypox/PT0204/2022_SouthernEurope_2022-06-25	OP324515	2022-06-25	Southern Europe	Portugal	Monkeypox/PT0204/2022
MPXV/Germany/2022/RKI236_WesternEurope_2022-08-25	OP215260	2022-08-25	Western Europe	Germany	MPXV/Germany/2022/RKI236
MPXV/Germany/2022/ON/RKI634_WesternEurope_2022-08-17	OQ159029	2022-08-17	Western Europe	Germany	MPXV/Germany/2022/ON/RKI634
MPXV/Germany/2022/RKI269_WesternEurope_2022-08-17	OP215271	2022-08-17	Western Europe	Germany	MPXV/Germany/2022/RKI269
Monkeypoxvirus/Human/USA/CA-LACPHL-MA00216/2022_NorthAmerica_2022-07-13	OP680494	2022-07-13	North America	USA	Monkeypox virus/Human/USA/CA-LACPHL-MA00216/2022
MPXV/Germany/2022/RKI276_WesternEurope_2022-08-01	OP263631	2022-08-01	Western Europe	Germany	MPXV/Germany/2022/RKI276
Monkeypox/PT0218/2022_SouthernEurope_2022-06-23	OP324528	2022-06-23	Southern Europe	Portugal	Monkeypox/PT0218/2022
hMpxV/UK/LMO-032a/2022_WesternEurope_2022-07-11	OP390197	2022-07-11	Western Europe	United Kingdom	hMpxV/UK/LMO-032a/2022
MPXV_UK_2022_9000150_WesternEurope_2022-06-16	OP205113	2022-06-16	Western Europe	United Kingdom	MPXV_UK_2022_9000150
MPX_1bN2W6_9000324_WesternEurope_2022-08-25	OP415263	2022-08-25	Western Europe	United Kingdom	MPX_1bN2W6_9000324
MPX_1bN2W6_9000258_WesternEurope_2022-08-25	OP415227	2022-08-25	Western Europe	United Kingdom	MPX_1bN2W6_9000258
MPX_1bN2W6_9000321_WesternEurope_2022-08-25	OP415261	2022-08-25	Western Europe	United Kingdom	MPX_1bN2W6_9000321
MPX/PT0127/2022_SouthernEurope_2022-07-12	OP245360	2022-07-12	Southern Europe	Portugal	MPX/PT0127/2022
Monkeypox/PT0282/2022_SouthernEurope_2022-06-12	OP414321	2022-06-12	Southern Europe	Portugal	Monkeypox/PT0282/2022
Monkeypox/PT0240/2022_SouthernEurope_2022-06-21	OP414284	2022-06-21	Southern Europe	Portugal	Monkeypox/PT0240/2022
Monkeypox/PT0168/2022_SouthernEurope_2022-07-03	OP324483	2022-07-03	Southern Europe	Portugal	Monkeypox/PT0168/2022
Monkeypox/PT0139/2022_SouthernEurope_2022-07-11	OP324460	2022-07-11	Southern Europe	Portugal	Monkeypox/PT0139/2022
MPX/PT0111/2022_SouthernEurope_2022-07-15	OP245345	2022-07-15	Southern Europe	Portugal	MPX/PT0111/2022
Monkeypox/PT0169/2022_SouthernEurope_2022-07-03	OP324484	2022-07-03	Southern Europe	Portugal	Monkeypox/PT0169/2022
Monkeypox/PT0161/2022_SouthernEurope_2022-07-05	OP324478	2022-07-05	Southern Europe	Portugal	Monkeypox/PT0161/2022
MPX/PT0098/2022_SouthernEurope_2022-07-20	OP245341	2022-07-20	Southern Europe	Portugal	MPX/PT0098/2022
MPXV/Germany/2022/RKI266_WesternEurope_2022-08-01	OP215285	2022-08-01	Western Europe	Germany	MPXV/Germany/2022/RKI266
Monkeypox/PT0324/2022_SouthernEurope_2022-06-03	OP414356	2022-06-03	Southern Europe	Portugal	Monkeypox/PT0324/2022
Monkeypox/PT0315/2022_SouthernEurope_2022-06-03	OP414348	2022-06-03	Southern Europe	Portugal	Monkeypox/PT0315/2022
Monkeypox/PT0214/2022_SouthernEurope_2022-06-24	OP324524	2022-06-24	Southern Europe	Portugal	Monkeypox/PT0214/2022
Monkeypox/PT0209/2022_SouthernEurope_2022-06-24	OP324519	2022-06-24	Southern Europe	Portugal	Monkeypox/PT0209/2022
Monkeypox/PT0162/2022_SouthernEurope_2022-06-30	OP324479	2022-06-30	Southern Europe	Portugal	Monkeypox/PT0162/2022
MPXV/Human/USA/UT-UPHL-82200120/2022_NorthAmerica_2022-07-26	OP743364	2022-07-26	North America	USA	MPXV/Human/USA/UT-UPHL-82200120/2022
MPXV_USA_2022_CA0030_NorthAmerica_2022-09-01	OQ054245	2022-09-01	North America	USA	MPXV_USA_2022_CA0030
MPXV_USA_2022_AZ0006_NorthAmerica_2022-08-21	OP752104	2022-08-21	North America	USA	MPXV_USA_2022_AZ0006
MPXV/Human/USA/CA-LACPHL-MA00341/2022_NorthAmerica_2022-10-19	OP920679	2022-10-19	North America	USA	MPXV/Human/USA/CA-LACPHL-MA00341/2022
MpxV/human/USA/WA-UW-104793/2022_NorthAmerica_2022-10-06	OP747060	2022-10-06	North America	USA	MpxV/human/USA/WA-UW-104793/2022
MpxV/human/USA/WA-UW-092912/2022_NorthAmerica_2022-09-01	OP743979	2022-09-01	North America	USA	MpxV/human/USA/WA-UW-092912/2022
MpxV/human/USA/WA-UW-082880/2022_NorthAmerica_2022-08-23	OP392541	2022-08-23	North America	USA	MpxV/human/USA/WA-UW-082880/2022
MpxV/human/USA/WA-UW-084082/2022_NorthAmerica_2022-08-25	OP628454	2022-08-25	North America	USA	MpxV/human/USA/WA-UW-084082/2022
MpxV/human/USA/WA-UW-087572/2022_NorthAmerica_2022-08-25	OP628476	2022-08-25	North America	USA	MpxV/human/USA/WA-UW-087572/2022
MpxV/human/USA/WA-UW-081603/2022_NorthAmerica_2022-08-25	OP628444	2022-08-25	North America	USA	MpxV/human/USA/WA-UW-081603/2022
MPXV/Human/USA/CA-CDPH-MPX000025/2022_NorthAmerica_2022-07-08	OP587254	2022-07-08	North America	USA	MPXV/Human/USA/CA-CDPH-MPX000025/2022
hMpxV/USA/ID-IBL-839943/2022_NorthAmerica_2022-07-26	OP381203	2022-07-26	North America	USA	hMpxV/USA/ID-IBL-839943/2022
MPXV/Human/USA/CA-LACPHL-MA00350/2022_NorthAmerica_2022-10-11	OP920688	2022-10-11	North America	USA	MPXV/Human/USA/CA-LACPHL-MA00350/2022
Monkeypoxvirus/Human/USA/CA-LACPHL-MA00366/2022_NorthAmerica_2022-08-19	OQ330970	2022-08-19	North America	USA	Monkeypox virus/Human/USA/CA-LACPHL-MA00366/2022
hMPX/Human/USA/CA-LACPHL-MA00066/2022_NorthAmerica_2022-08-18	OP442542	2022-08-18	North America	USA	hMPX/Human/USA/CA-LACPHL-MA00066/2022
hMPXV/Austria/MUW1536480/2022_WesternEurope_2022-07-22	OP133007	2022-07-22	Western Europe	Austria	hMPXV/Austria/MUW1536480/2022
Monkeypox/PT0542/2022_SouthernEurope_2022-08-23	OP555613	2022-08-23	Southern Europe	Portugal	Monkeypox/PT0542/2022
Monkeypox/PT0512/2022_SouthernEurope_2022-08-16	OP555584	2022-08-16	Southern Europe	Portugal	Monkeypox/PT0512/2022
Monkeypox/PT0490/2022_SouthernEurope_2022-08-11	OP555566	2022-08-11	Southern Europe	Portugal	Monkeypox/PT0490/2022
Monkeypox/PT0469/2022_SouthernEurope_2022-08-08	OP555548	2022-08-08	Southern Europe	Portugal	Monkeypox/PT0469/2022
MPXV_USA_2022_MD0007_NorthAmerica_2022-09-01	OP881949	2022-09-01	North America	USA	MPXV_USA_2022_MD0007
Slovenia-MPXV-25-2022_CentralEurope_2022-07-01	OP605567	2022-07-01	Central Europe	Slovenia	Slovenia-MPXV-25-2022
MN-MDH-MPXV_0005_NorthAmerica_2022-06-29	OP597779	2022-06-29	North America	USA	MN-MDH-MPXV_0005
MPX_yttrq1_9000358_WesternEurope_2022-08-24	OP415282	2022-08-24	Western Europe	United Kingdom	MPX_yttrq1_9000358
MPX_XJRG9b_9000293_WesternEurope_2022-08-24	OP415248	2022-08-24	Western Europe	United Kingdom	MPX_XJRG9b_9000293
MPXV/ITM_pt_09/Belgium/2-Jun-2022_WesternEurope_2022-06-02	OP144217	2022-06-02	Western Europe	Belgium	MPXV/ITM_pt_09/Belgium/2-Jun-2022
MPXV/ITM_pt_24/Belgium/16-Jun-2022_WesternEurope_2022-06-16	OP144213	2022-06-16	Western Europe	Belgium	MPXV/ITM_pt_24/Belgium/16-Jun-2022
MPXV/ITM_pt_07/Belgium/30-May-2022_WesternEurope_2022-05-30	OP144216	2022-05-30	Western Europe	Belgium	MPXV/ITM_pt_07/Belgium/30-May-2022
MPXV/ITM_pt_05/Belgium/30-May-2022_WesternEurope_2022-05-30	OP144215	2022-05-30	Western Europe	Belgium	MPXV/ITM_pt_05/Belgium/30-May-2022
MPXV/ITM_pt_10/Belgium/1-Jun-2022_WesternEurope_2022-06-01	OP144211	2022-06-01	Western Europe	Belgium	MPXV/ITM_pt_10/Belgium/1-Jun-2022
hMpxV/USA/CA-CDPH-1000082/2022_NorthAmerica_2022-06-23	OQ121036	2022-06-23	North America	USA	hMpxV/USA/CA-CDPH-1000082/2022
hMpxV/USA/CA-CDPH-1000080/2022_NorthAmerica_2022-07-17	OQ121034	2022-07-17	North America	USA	hMpxV/USA/CA-CDPH-1000080/2022
hMpxV/USA/CA-CDPH-1000074/2022_NorthAmerica_2022-10-14	OQ121028	2022-10-14	North America	USA	hMpxV/USA/CA-CDPH-1000074/2022
hMpxV/USA/CA-CDPH-000055/2022_NorthAmerica_2022-10-07	OP863229	2022-10-07	North America	USA	hMpxV/USA/CA-CDPH-000055/2022
hMpxV/USA/CA-CDPH-000056/2022_NorthAmerica_2022-10-07	OP863230	2022-10-07	North America	USA	hMpxV/USA/CA-CDPH-000056/2022
MPXV/Human/USA/CA-LACPHL-MA00353/2022_NorthAmerica_2022-10-12	OP920691	2022-10-12	North America	USA	MPXV/Human/USA/CA-LACPHL-MA00353/2022
hMPX/USA/CA-LACPHL-MA00162/2022_NorthAmerica_2022-09-22	OP580595	2022-09-22	North America	USA	hMPX/USA/CA-LACPHL-MA00162/2022
Monkeypoxvirus/Human/USA/CA-LACPHL-MA00218/2022_NorthAmerica_2022-10-05	OP680496	2022-10-05	North America	USA	Monkeypox virus/Human/USA/CA-LACPHL-MA00218/2022
MPXV/Human/USA/CA-LACPHL-MA00285/2022_NorthAmerica_2022-09-27	OP890543	2022-09-27	North America	USA	MPXV/Human/USA/CA-LACPHL-MA00285/2022
Monkeypoxvirus/Human/USA/CA-LACPHL-MA00211/2022_NorthAmerica_2022-09-30	OP680489	2022-09-30	North America	USA	Monkeypox virus/Human/USA/CA-LACPHL-MA00211/2022
MPXV/Germany/2022/RKI264_WesternEurope_2022-08-01	OP215283	2022-08-01	Western Europe	Germany	MPXV/Germany/2022/RKI264
MPXV-BY-IMB25241_WesternEurope_2022-05-19	ON568298	2022-05-19	Western Europe	Germany	MPXV-BY-IMB25241
hMPX/USA/CA-LACPHL-MA00159/2022_NorthAmerica_2022-08-01	OP580592	2022-08-01	North America	USA	hMPX/USA/CA-LACPHL-MA00159/2022
MPXV/Germany/2022/RKI243_WesternEurope_2022-08-01	OP215206	2022-08-01	Western Europe	Germany	MPXV/Germany/2022/RKI243
MpxV/Spain/MD-HGUGM-6642566/2022_SouthernEurope_2022-06-21	ON927243	2022-06-21	Southern Europe	Spain	MpxV/Spain/MD-HGUGM-6642566/2022
MPXV/Germany/2022/RKI209_WesternEurope_2022-08-04	OP215213	2022-08-04	Western Europe	Germany	MPXV/Germany/2022/RKI209
MPXV/Germany/2022/RKI197_WesternEurope_2022-08-01	OP215238	2022-08-01	Western Europe	Germany	MPXV/Germany/2022/RKI197
MPXV/Germany/2022/ON/RKI637_WesternEurope_2022-08-01	OQ159032	2022-08-01	Western Europe	Germany	MPXV/Germany/2022/ON/RKI637
MPXV/Germany/2022/RKI530_WesternEurope_2022-07-31	OP689683	2022-07-31	Western Europe	Germany	MPXV/Germany/2022/RKI530
MPXV/Germany/2022/RKI293_WesternEurope_2022-08-01	OP339850	2022-08-01	Western Europe	Germany	MPXV/Germany/2022/RKI293
MPXV_USA_2022_PA0007_NorthAmerica_2022-06-20	OP603007	2022-06-20	North America	USA	MPXV_USA_2022_PA0007
Monkeypox/PT0431/2022_SouthernEurope_2022-08-01	OP555516	2022-08-01	Southern Europe	Portugal	Monkeypox/PT0431/2022
MPXV/Germany/2022/ON/RKI374_WesternEurope_2022-09-01	OP494265	2022-09-01	Western Europe	Germany	MPXV/Germany/2022/ON/RKI374
MPXV/Germany/2022/RKI591_WesternEurope_2022-06-30	OP837353	2022-06-30	Western Europe	Germany	MPXV/Germany/2022/RKI591
MPXV/Germany/2022/RKI148_WesternEurope_2022-07-01	ON959162	2022-07-01	Western Europe	Germany	MPXV/Germany/2022/RKI148
Monkeypox/PT0378/2022_SouthernEurope_2022-07-06	OP555474	2022-07-06	Southern Europe	Portugal	Monkeypox/PT0378/2022
Monkeypox/PT0150/2022_SouthernEurope_2022-07-06	OP324467	2022-07-06	Southern Europe	Portugal	Monkeypox/PT0150/2022
Monkeypox/PT0190/2022_SouthernEurope_2022-06-28	OP324504	2022-06-28	Southern Europe	Portugal	Monkeypox/PT0190/2022
Monkeypox/PT0268/2022_SouthernEurope_2022-06-17	OP414308	2022-06-17	Southern Europe	Portugal	Monkeypox/PT0268/2022
Monkeypox/PT0210/2022_SouthernEurope_2022-06-25	OP324520	2022-06-25	Southern Europe	Portugal	Monkeypox/PT0210/2022
Monkeypox/PT0187/2022_SouthernEurope_2022-06-29	OP324501	2022-06-29	Southern Europe	Portugal	Monkeypox/PT0187/2022
Monkeypoxvirus/Human/USA/CA-LACPHL-MA00228/2022_NorthAmerica_2022-10-04	OP680506	2022-10-04	North America	USA	Monkeypox virus/Human/USA/CA-LACPHL-MA00228/2022
MpxV/human/USA/WA-UW-084693/2022_NorthAmerica_2022-08-01	OP628460	2022-08-01	North America	USA	MpxV/human/USA/WA-UW-084693/2022
Monkeypoxvirus/Human/USA/CA-LACPHL-MA00396/2023_NorthAmerica_2023-01-03	OQ331005	2023-01-03	North America	USA	Monkeypox virus/Human/USA/CA-LACPHL-MA00396/2023
Monkeypoxvirus/Human/USA/CA-LACPHL-MA00398/2023_NorthAmerica_2023-01-03	OQ331007	2023-01-03	North America	USA	Monkeypox virus/Human/USA/CA-LACPHL-MA00398/2023
Monkeypoxvirus/Human/USA/CA-LACPHL-MA00372/2022_NorthAmerica_2022-10-18	OQ330972	2022-10-18	North America	USA	Monkeypox virus/Human/USA/CA-LACPHL-MA00372/2022
MPX/Human/USA/CA-LACPHL-MA00254/2022_NorthAmerica_2022-10-11	OP722513	2022-10-11	North America	USA	MPX/Human/USA/CA-LACPHL-MA00254/2022
Monkeypox/PT0432/2022_SouthernEurope_2022-07-31	OP555517	2022-07-31	Southern Europe	Portugal	Monkeypox/PT0432/2022
Monkeypox/PT0566/2022_SouthernEurope_2022-08-31	OP555637	2022-08-31	Southern Europe	Portugal	Monkeypox/PT0566/2022
Monkeypox/PT0571/2022_SouthernEurope_2022-09-05	OP555642	2022-09-05	Southern Europe	Portugal	Monkeypox/PT0571/2022
Monkeypox/PT0565/2022_SouthernEurope_2022-09-05	OP555636	2022-09-05	Southern Europe	Portugal	Monkeypox/PT0565/2022
Monkeypox/PT0575/2022_SouthernEurope_2022-09-06	OP555646	2022-09-06	Southern Europe	Portugal	Monkeypox/PT0575/2022
Monkeypox/PT0559/2022_SouthernEurope_2022-08-30	OP555630	2022-08-30	Southern Europe	Portugal	Monkeypox/PT0559/2022
MPXV/Germany/2022/RKI360_WesternEurope_2022-09-01	OP484681	2022-09-01	Western Europe	Germany	MPXV/Germany/2022/RKI360
MPXV/Germany/2022/RKI255_WesternEurope_2022-08-01	OP215270	2022-08-01	Western Europe	Germany	MPXV/Germany/2022/RKI255
Monkeypox/PT0203/2022_SouthernEurope_2022-06-23	OP324514	2022-06-23	Southern Europe	Portugal	Monkeypox/PT0203/2022
Monkeypox/PT0155/2022_SouthernEurope_2022-07-06	OP324472	2022-07-06	Southern Europe	Portugal	Monkeypox/PT0155/2022
Monkeypox/PT0482/2022_SouthernEurope_2022-08-10	OP555560	2022-08-10	Southern Europe	Portugal	Monkeypox/PT0482/2022
Monkeypox/PT0480/2022_SouthernEurope_2022-08-09	OP555559	2022-08-09	Southern Europe	Portugal	Monkeypox/PT0480/2022
hMPX/Human/USA/CA-LACPHL-MA00027/2022_NorthAmerica_2022-07-01	OP440600	2022-07-01	North America	USA	hMPX/Human/USA/CA-LACPHL-MA00027/2022
MpxV/human/CAN/UN-NML-3549/2022_NorthAmerica_2022-06-07	OP013007	2022-06-07	North America	Canada	MpxV/human/CAN/UN-NML-3549/2022
MPXV22/human/USA-OK-21_NorthAmerica_2022-06-14	OP351278	2022-06-14	North America	USA	MPXV22/human/USA-OK-21
MpxV/human/CAN/UN-NML-3272/2022_NorthAmerica_2022-05-31	ON880536	2022-05-31	North America	Canada	MpxV/human/CAN/UN-NML-3272/2022
MPXV/Human/USA/CA-CDPH-MPX000037/2022_NorthAmerica_2022-08-11	OP587259	2022-08-11	North America	USA	MPXV/Human/USA/CA-CDPH-MPX000037/2022
MPX/Human/USA/CA-LACPHL-MA00140/2022_NorthAmerica_2022-08-19	OP539925	2022-08-19	North America	USA	MPX/Human/USA/CA-LACPHL-MA00140/2022
MPXV/Germany/2022/RKI111_WesternEurope_2022-07-31	ON929069	2022-07-31	Western Europe	Germany	MPXV/Germany/2022/RKI111
MPX/PT0068/2022_SouthernEurope_2022-07-25	OP245322	2022-07-25	Southern Europe	Portugal	MPX/PT0068/2022
MPX/Human/USA/CA-LACPHL-MA00192/2022_NorthAmerica_2022-07-19	OP615265	2022-07-19	North America	USA	MPX/Human/USA/CA-LACPHL-MA00192/2022
Monkeypox/PT0503/2022_SouthernEurope_2022-08-12	OP555577	2022-08-12	Southern Europe	Portugal	Monkeypox/PT0503/2022
Monkeypox/PT0496/2022_SouthernEurope_2022-08-13	OP555570	2022-08-13	Southern Europe	Portugal	Monkeypox/PT0496/2022
Monkeypox/PT0498/2022_SouthernEurope_2022-08-15	OP555572	2022-08-15	Southern Europe	Portugal	Monkeypox/PT0498/2022
Monkeypox/PT0465/2022_SouthernEurope_2022-08-07	OP555544	2022-08-07	Southern Europe	Portugal	Monkeypox/PT0465/2022
MPX/PT0117/2022_SouthernEurope_2022-07-14	OP245350	2022-07-14	Southern Europe	Portugal	MPX/PT0117/2022
Monkeypox/PT0365/2022_SouthernEurope_2022-06-27	OP414388	2022-06-27	Southern Europe	Portugal	Monkeypox/PT0365/2022
Monkeypox/PT0164/2022_SouthernEurope_2022-07-05	OP324481	2022-07-05	Southern Europe	Portugal	Monkeypox/PT0164/2022
Monkeypox/PT0254/2022_SouthernEurope_2022-06-19	OP414295	2022-06-19	Southern Europe	Portugal	Monkeypox/PT0254/2022
Monkeypox/PT0153/2022_SouthernEurope_2022-07-06	OP324470	2022-07-06	Southern Europe	Portugal	Monkeypox/PT0153/2022
Monkeypox/PT0409/2022_SouthernEurope_2022-07-25	OP555503	2022-07-25	Southern Europe	Portugal	Monkeypox/PT0409/2022
MPXV/Germany/2022/RKI232_WesternEurope_2022-08-01	OP215258	2022-08-01	Western Europe	Germany	MPXV/Germany/2022/RKI232
Monkeypox/PT0558/2022_SouthernEurope_2022-08-30	OP555629	2022-08-30	Southern Europe	Portugal	Monkeypox/PT0558/2022
Monkeypox/PT0476/2022_SouthernEurope_2022-08-09	OP555555	2022-08-09	Southern Europe	Portugal	Monkeypox/PT0476/2022
Monkeypox/PT0453/2022_SouthernEurope_2022-08-05	OP555534	2022-08-05	Southern Europe	Portugal	Monkeypox/PT0453/2022
Monkeypox/PT0455/2022_SouthernEurope_2022-08-04	OP555536	2022-08-04	Southern Europe	Portugal	Monkeypox/PT0455/2022
Monkeypox/PT0467/2022_SouthernEurope_2022-08-05	OP555546	2022-08-05	Southern Europe	Portugal	Monkeypox/PT0467/2022
Monkeypox/PT0502/2022_SouthernEurope_2022-08-12	OP555576	2022-08-12	Southern Europe	Portugal	Monkeypox/PT0502/2022
Monkeypox/PT0464/2022_SouthernEurope_2022-08-07	OP555543	2022-08-07	Southern Europe	Portugal	Monkeypox/PT0464/2022
hMpxV/USA/CA-CDPH-000044/2022_NorthAmerica_2022-07-01	OP863219	2022-07-01	North America	USA	hMpxV/USA/CA-CDPH-000044/2022
MPXV/Human/USA/CA-CDPH-MPX000018/2022_NorthAmerica_2022-07-06	OP587247	2022-07-06	North America	USA	MPXV/Human/USA/CA-CDPH-MPX000018/2022
hMpxV/USA/CA-CDPH-000043/2022_NorthAmerica_2022-07-01	OP863218	2022-07-01	North America	USA	hMpxV/USA/CA-CDPH-000043/2022
MPXV/Human/USA/CA-CDPH-MPX000040/2022_NorthAmerica_2022-08-07	OP587264	2022-08-07	North America	USA	MPXV/Human/USA/CA-CDPH-MPX000040/2022
MPXV_USA_2022_CA0037_NorthAmerica_2022-06-30	OP687928	2022-06-30	North America	USA	MPXV_USA_2022_CA0037
MPXV/Human/USA/CA-CDPH-MPX000013/2022_NorthAmerica_2022-06-30	OP587243	2022-06-30	North America	USA	MPXV/Human/USA/CA-CDPH-MPX000013/2022
hMPX/USA/CA-LACPHL-MA00157/2022_NorthAmerica_2022-09-22	OP580590	2022-09-22	North America	USA	hMPX/USA/CA-LACPHL-MA00157/2022
MPXV_USA_2022_MI0003_NorthAmerica_2022-08-31	OP687933	2022-08-31	North America	USA	MPXV_USA_2022_MI0003
MPXV_UK_2022_9000164_WesternEurope_2022-07-05	OP205121	2022-07-05	Western Europe	United Kingdom	MPXV_UK_2022_9000164
MPXV_UK_2022_9000158_WesternEurope_2022-07-07	OP205116	2022-07-07	Western Europe	United Kingdom	MPXV_UK_2022_9000158
MPX_oJ2Z6R_9000271_WesternEurope_2022-08-25	OP415237	2022-08-25	Western Europe	United Kingdom	MPX_oJ2Z6R_9000271
Monkeypoxvirus/Human/USA/CA-LACPHL-MA00220/2022_NorthAmerica_2022-07-15	OP680498	2022-07-15	North America	USA	Monkeypox virus/Human/USA/CA-LACPHL-MA00220/2022
MPX/Human/USA/CA-LACPHL-MA00150/2022_NorthAmerica_2022-08-17	OP539936	2022-08-17	North America	USA	MPX/Human/USA/CA-LACPHL-MA00150/2022
MPX/Human/USA/CA-LACPHL-MA00106/2022_NorthAmerica_2022-08-22	OP539891	2022-08-22	North America	USA	MPX/Human/USA/CA-LACPHL-MA00106/2022
MPX/Human/USA/CA-LACPHL-MA00152/2022_NorthAmerica_2022-08-23	OP539938	2022-08-23	North America	USA	MPX/Human/USA/CA-LACPHL-MA00152/2022
MPX/Human/USA/CA-LACPHL-MA00099/2022_NorthAmerica_2022-08-26	OP539884	2022-08-26	North America	USA	MPX/Human/USA/CA-LACPHL-MA00099/2022
hMPX/Human/USA/CA-LACPHL-MA00002/2022_NorthAmerica_2022-07-18	OP440566	2022-07-18	North America	USA	hMPX/Human/USA/CA-LACPHL-MA00002/2022
hMPX/Human/USA/CA-LACPHL-MA00001/2022_NorthAmerica_2022-07-18	OP440565	2022-07-18	North America	USA	hMPX/Human/USA/CA-LACPHL-MA00001/2022
MPX/PT0109/2022_SouthernEurope_2022-07-18	OP245343	2022-07-18	Southern Europe	Portugal	MPX/PT0109/2022
MPX/PT0063/2022_SouthernEurope_2022-07-31	OP245317	2022-07-31	Southern Europe	Portugal	MPX/PT0063/2022
Monkeypox/PT0548/2022_SouthernEurope_2022-08-27	OP555619	2022-08-27	Southern Europe	Portugal	Monkeypox/PT0548/2022
MPX/PT0089/2022_SouthernEurope_2022-07-18	OP245339	2022-07-18	Southern Europe	Portugal	MPX/PT0089/2022
MPX/PT0072/2022_SouthernEurope_2022-07-27	OP245326	2022-07-27	Southern Europe	Portugal	MPX/PT0072/2022
Monkeypox/PT0408/2022_SouthernEurope_2022-07-25	OP555502	2022-07-25	Southern Europe	Portugal	Monkeypox/PT0408/2022
Monkeypox/PT0468/2022_SouthernEurope_2022-08-05	OP555547	2022-08-05	Southern Europe	Portugal	Monkeypox/PT0468/2022
Monkeypox/PT0130/2022_SouthernEurope_2022-07-11	OP324454	2022-07-11	Southern Europe	Portugal	Monkeypox/PT0130/2022
MPXV/Human/USA/UT-UPHL-82200116/2022_NorthAmerica_2022-07-22	OP743363	2022-07-22	North America	USA	MPXV/Human/USA/UT-UPHL-82200116/2022
hMPX/Human/USA/CA-LACPHL-MA00012/2022_NorthAmerica_2022-07-20	OP440585	2022-07-20	North America	USA	hMPX/Human/USA/CA-LACPHL-MA00012/2022
Monkeypoxvirus/Human/USA/CA-LACPHL-MA00377/2022_NorthAmerica_2022-10-09	OQ330982	2022-10-09	North America	USA	Monkeypox virus/Human/USA/CA-LACPHL-MA00377/2022
MPXV/Human/USA/CA-LACPHL-MA00347/2022_NorthAmerica_2022-10-09	OP920685	2022-10-09	North America	USA	MPXV/Human/USA/CA-LACPHL-MA00347/2022
MPXV_USA_2022_CA0055_NorthAmerica_2022-06-28	OP451012	2022-06-28	North America	USA	MPXV_USA_2022_CA0055
MPXV/Human/USA/CA-CDPH-MPX000008/2022_NorthAmerica_2022-06-28	OP587240	2022-06-28	North America	USA	MPXV/Human/USA/CA-CDPH-MPX000008/2022
hMpxV/USA/CA-CDPH-000058/2022_NorthAmerica_2022-09-25	OP863232	2022-09-25	North America	USA	hMpxV/USA/CA-CDPH-000058/2022
