	accession	date	region_coarse	country	strain
1099	OP587240	2022-06-28	North America	USA	MPXV/Human/USA/CA-CDPH-MPX000008/2022
1100	OP863232	2022-09-25	North America	USA	hMpxV/USA/CA-CDPH-000058/2022
1101	OP863231	2022-09-25	North America	USA	hMpxV/USA/CA-CDPH-000057/2022
1102	OP373388	2022-09-01	Western Europe	Germany	MPXV/Germany/2022/RKI330
1103	OP415187	2022-06-26	Western Europe	United Kingdom	MPX_Q9BB92_9000206
1104	OP626105	2022-06-26	Western Europe	Germany	MPXV/Germany/2022/RKI467
1105	OP415279	2022-08-01	Western Europe	United Kingdom	MPX_3LjZEY_9000354
1106	OP415280	2022-08-01	Western Europe	United Kingdom	MPX_3LjZEY_9000355
1107	OP415231	2022-08-01	Western Europe	United Kingdom	MPX_8gbW2X_9000262
1108	OP205129	2022-06-30	Western Europe	United Kingdom	MPXV_UK_2022_9000184
1109	OP555479	2022-07-12	Southern Europe	Portugal	Monkeypox/PT0383/2022
1110	OP555465	2022-06-30	Southern Europe	Portugal	Monkeypox/PT0369/2022
1111	OP245358	2022-07-14	Southern Europe	Portugal	MPX/PT0125/2022
1112	OP324474	2022-07-05	Southern Europe	Portugal	Monkeypox/PT0157/2022
1113	OP555542	2022-08-05	Southern Europe	Portugal	Monkeypox/PT0462/2022
1114	OP555469	2022-07-05	Southern Europe	Portugal	Monkeypox/PT0373/2022
1115	OP555541	2022-08-04	Southern Europe	Portugal	Monkeypox/PT0460/2022
1116	OP555513	2022-07-31	Southern Europe	Portugal	Monkeypox/PT0426/2022
1117	OP626126	2022-07-31	Western Europe	Germany	MPXV/Germany/2022/RKI488
1118	OP594189	2022-09-01	Western Europe	Germany	MPXV/Germany/2022/RKI425
1119	OP594188	2022-09-01	Western Europe	Germany	MPXV/Germany/2022/RKI424
1120	OP215205	2022-08-01	Western Europe	Germany	MPXV/Germany/2022/RKI214
1121	OP215234	2022-08-01	Western Europe	Germany	MPXV/Germany/2022/RKI192
1122	OP484691	2022-09-11	Western Europe	Germany	MPXV/Germany/2022/RKI370
1123	OP594190	2022-09-11	Western Europe	Germany	MPXV/Germany/2022/RKI426
1124	OP484677	2022-09-18	Western Europe	Germany	MPXV/Germany/2022/RKI356
1125	OP555535	2022-08-03	Southern Europe	Portugal	Monkeypox/PT0454/2022
1126	OP415266	2022-08-01	Western Europe	United Kingdom	MPX_ElGfGw_9000328
1127	OP205105	2022-06-15	Western Europe	United Kingdom	MPXV_UK_2022_9000142
1128	OP555578	2022-08-13	Southern Europe	Portugal	Monkeypox/PT0504/2022
1129	OP245333	2022-07-26	Southern Europe	Portugal	MPX/PT0080/2022
1130	OP324464	2022-07-07	Southern Europe	Portugal	Monkeypox/PT0145/2022
1131	OP555538	2022-08-05	Southern Europe	Portugal	Monkeypox/PT0457/2022
1132	OP324461	2022-07-07	Southern Europe	Portugal	Monkeypox/PT0142/2022
1133	OQ054226	2022-09-01	North America	USA	MPXV_USA_2022_NC0011
1134	OP687942	2022-08-24	North America	USA	MPXV_USA_2022_OH0003
1135	OP392533	2022-08-24	North America	USA	MpxV/human/USA/OH-UW-085672/2022
1136	OP628484	2022-08-31	North America	USA	MpxV/human/USA/WA-UW-088353/2022
1137	OP257256	2022-08-24	North America	USA	MpxV/human/USA/OH-UW-082260/2022
1138	OP310060	2022-08-24	North America	USA	MpxV/human/USA/OH-UW-082225/2022
1139	OP743977	2022-09-24	North America	USA	MpxV/human/USA/WA-UW-095008/2022
1140	OP743970	2022-09-24	North America	USA	MpxV/human/USA/WA-UW-098347/2022
1141	OP580605	2022-08-01	North America	USA	hMPX/USA/CA-LACPHL-MA00172/2022
1142	OP440537	2022-07-27	North America	USA	hMPX/Human/USA/CA-LACPHL-MA00028/2022
1143	OP451000	2022-07-24	North America	USA	MPXV_USA_2022_NJ0018
1144	OP743367	2022-08-05	North America	USA	MPXV/Human/USA/UT-UPHL-82200237/2022
1145	OP450998	2022-07-24	North America	USA	MPXV_USA_2022_SC0002
1146	OP580593	2022-08-10	North America	USA	hMPX/USA/CA-LACPHL-MA00160/2022
1147	OP440538	2022-07-27	North America	USA	hMPX/Human/USA/CA-LACPHL-MA00029/2022
1148	OP743964	2022-09-02	North America	USA	MpxV/human/USA/WA-UW-098738/2022
1149	OP628487	2022-08-18	North America	USA	MpxV/human/USA/WA-UW-089871/2022
1150	OP324490	2022-06-29	Southern Europe	Portugal	Monkeypox/PT0175/2022
1151	OP324466	2022-07-06	Southern Europe	Portugal	Monkeypox/PT0149/2022
1152	OP414311	2022-06-15	Southern Europe	Portugal	Monkeypox/PT0271/2022
1153	OP324486	2022-07-02	Southern Europe	Portugal	Monkeypox/PT0171/2022
1154	OP414309	2022-06-15	Southern Europe	Portugal	Monkeypox/PT0269/2022
1155	OP245356	2022-07-13	Southern Europe	Portugal	MPX/PT0123/2022
1156	OP555614	2022-08-20	Southern Europe	Portugal	Monkeypox/PT0543/2022
1157	OP555591	2022-08-18	Southern Europe	Portugal	Monkeypox/PT0520/2022
1158	OP555551	2022-08-08	Southern Europe	Portugal	Monkeypox/PT0472/2022
1159	OP536690	2022-06-15	North America	USA	MPXV-USA-IL-IDPH-029
1160	OP615257	2022-07-27	North America	USA	MPX/Human/USA/CA-LACPHL-MA00184/2022
1161	OP536705	2022-06-23	North America	USA	MPXV-USA-IL-IDPH-044
1162	OP536681	2022-07-06	North America	USA	MPXV-USA-IL-IDPH-020
1163	OP820452	2022-08-06	North America	USA	hMpxV/Human/USA/IL-RIPHL-MPXV_10003/2022
1164	OQ121039	2022-07-06	North America	USA	hMpxV/USA/CA-CDPH-1000085/2022
1165	OP451005	2022-07-01	North America	USA	MPXV_USA_2022_LA0001
1166	OP820457	2022-08-13	North America	USA	hMpxV/Human/USA/IL-RIPHL-MPXV_10008/2022
1167	OP257267	2022-08-01	North America	USA	MpxV/human/USA/WA-UW-084449/2022
1168	OP414352	2022-06-04	Southern Europe	Portugal	Monkeypox/PT0320/2022
1169	OP324527	2022-06-23	Southern Europe	Portugal	Monkeypox/PT0217/2022
1170	OP324500	2022-06-28	Southern Europe	Portugal	Monkeypox/PT0186/2022
1171	OP324477	2022-07-06	Southern Europe	Portugal	Monkeypox/PT0160/2022
1172	OP555478	2022-07-12	Southern Europe	Portugal	Monkeypox/PT0382/2022
1173	OP555467	2022-07-05	Southern Europe	Portugal	Monkeypox/PT0371/2022
1174	OP215221	2022-08-01	Western Europe	Germany	MPXV/Germany/2022/RKI229
1175	OP555497	2022-07-19	Southern Europe	Portugal	Monkeypox/PT0401/2022
1176	OP555468	2022-07-05	Southern Europe	Portugal	Monkeypox/PT0372/2022
1177	OQ159043	2022-08-06	Western Europe	Germany	MPXV/Germany/2022/ON/RKI648
1178	OP263629	2022-08-01	Western Europe	Germany	MPXV/Germany/2022/RKI273
1179	OX336038	2022-08-31	Central Europe	Slovakia	RNA_29dw3x
1180	OP263635	2022-08-01	Western Europe	Germany	MPXV/Germany/2022/RKI280
1181	OQ159042	2022-08-01	Western Europe	Germany	MPXV/Germany/2022/ON/RKI647
1182	OX291694	2022-08-01	Central Europe	Slovakia	RNA_4x0a51
1183	OP594198	2022-09-01	Western Europe	Germany	MPXV/Germany/2022/RKI434
1184	OQ159036	2022-08-24	Western Europe	Germany	MPXV/Germany/2022/ON/RKI641
1185	OP263634	2022-08-24	Western Europe	Germany	MPXV/Germany/2022/RKI279
1186	OP324521	2022-06-26	Southern Europe	Portugal	Monkeypox/PT0211/2022
1187	OP414341	2022-06-07	Southern Europe	Portugal	Monkeypox/PT0307/2022
1188	OP245351	2022-07-13	Southern Europe	Portugal	MPX/PT0118/2022
1189	OP414285	2022-06-21	Southern Europe	Portugal	Monkeypox/PT0241/2022
1190	OP414292	2022-06-21	Southern Europe	Portugal	Monkeypox/PT0251/2022
1191	OP324546	2022-06-21	Southern Europe	Portugal	Monkeypox/PT0238/2022
1192	OP555481	2022-07-11	Southern Europe	Portugal	Monkeypox/PT0385/2022
1193	OP245352	2022-07-13	Southern Europe	Portugal	MPX/PT0119/2022
1194	OP245344	2022-07-15	Southern Europe	Portugal	MPX/PT0110/2022
1195	OQ330995	2022-12-10	North America	USA	Monkeypox virus/Human/USA/CA-LACPHL-MA00388/2022
1196	OP680495	2022-09-29	North America	USA	Monkeypox virus/Human/USA/CA-LACPHL-MA00217/2022
1197	OP440532	2022-07-20	North America	USA	hMPX/Human/USA/CA-LACPHL-MA00050/2022
1198	OP440531	2022-07-20	North America	USA	hMPX/Human/USA/CA-LACPHL-MA00049/2022
1199	OP215251	2022-08-08	Western Europe	Germany	MPXV/Germany/2022/RKI221
1200	OP215227	2022-08-10	Western Europe	Germany	MPXV/Germany/2022/RKI242
1201	OP263627	2022-08-24	Western Europe	Germany	MPXV/Germany/2022/RKI272_54ff0u
1202	OP215263	2022-08-30	Western Europe	Germany	MPXV/Germany/2022/RKI239
1203	OP594192	2022-09-01	Western Europe	Germany	MPXV/Germany/2022/RKI428
1204	OP484685	2022-09-01	Western Europe	Germany	MPXV/Germany/2022/RKI364
1205	OP442946	2022-08-25	North America	USA	MpxV/human/USA/WA-UW-085393/2022
1206	OP392542	2022-08-25	North America	USA	MpxV/human/USA/WA-UW-083506/2022
1207	OP392535	2022-08-25	North America	USA	MpxV/human/USA/WA-UW-080100/2022
1208	OP743985	2022-09-28	North America	USA	MpxV/human/USA/WA-UW-096529/2022
1209	OP392536	2022-08-25	North America	USA	MpxV/human/USA/WA-UW-080292/2022
1210	OP743972	2022-09-01	North America	USA	MpxV/human/USA/WA-UW-094364/2022
1211	OP628459	2022-08-25	North America	USA	MpxV/human/USA/WA-UW-084573/2022
1212	OP743994	2022-08-25	North America	USA	MpxV/human/USA/WA-UW-086389/2022
1213	OP628439	2022-08-25	North America	USA	MpxV/human/USA/WA-UW-080941/2022
1214	OP628449	2022-08-25	North America	USA	MpxV/human/USA/WA-UW-082573/2022
1215	OP328312	2022-08-25	North America	USA	MpxV/human/USA/WA-UW-087564/2022
1216	OP257247	2022-08-01	North America	USA	MpxV/human/USA/WA-UW-088432/2022
1217	OP184765	2022-07-01	North America	USA	MpxV/human/USA/WA-UW-074988/2022
1218	OP451011	2022-07-01	North America	USA	MPXV_USA_2022_CT0001
1219	OP378702	2022-06-25	North America	USA	MPXV_USA_2022_MI0001
1220	OP580599	2022-08-01	North America	USA	hMPX/USA/CA-LACPHL-MA00166/2022
1221	OP722514	2022-07-13	North America	USA	MPX/Human/USA/CA-LACPHL-MA00255/2022
1222	OP615277	2022-07-25	North America	USA	MPX/Human/USA/CA-LACPHL-MA00204/2022
1223	OP257248	2022-08-01	North America	USA	MpxV/human/USA/WA-UW-087424/2022
1224	OP310046	2022-08-01	North America	USA	MpxV/human/USA/WA-UW-083914/2022
1225	OP392547	2022-08-01	North America	USA	MpxV/human/USA/WA-UW-085462/2022
1226	OP123045	2022-07-31	North America	USA	MpxV/human/USA/WA-UW-076225/2022
1227	OQ330973	2022-12-23	North America	USA	Monkeypox virus/Human/USA/CA-LACPHL-MA00394/2022
1228	OP920693	2022-10-16	North America	USA	MPXV/Human/USA/CA-LACPHL-MA00355/2022
1229	OQ330974	2022-12-23	North America	USA	Monkeypox virus/Human/USA/CA-LACPHL-MA00395/2022
1230	OP920700	2022-10-28	North America	USA	MPXV/Human/USA/CA-LACPHL-MA00362/2022
1231	OP920695	2022-11-08	North America	USA	MPXV/Human/USA/CA-LACPHL-MA00357/2022
1232	OP890525	2022-10-27	North America	USA	MPXV/Human/USA/CA-LACPHL-MA00321/2022
1233	OQ331002	2022-11-23	North America	USA	Monkeypox virus/Human/USA/CA-LACPHL-MA00374/2022
1234	OP920678	2022-10-23	North America	USA	MPXV/Human/USA/CA-LACPHL-MA00340/2022
1235	OP748969	2022-10-19	North America	USA	Monkeypox virus/Human/USA/CA-LACPHL-MA00283/2022
1236	OP748964	2022-10-20	North America	USA	Monkeypox virus/Human/USA/CA-LACPHL-MA00278/2022
1237	OP748965	2022-10-20	North America	USA	Monkeypox virus/Human/USA/CA-LACPHL-MA00279/2022
1238	OP440599	2022-07-21	North America	USA	hMPX/Human/USA/CA-LACPHL-MA00026/2022
1239	OQ159031	2022-08-25	Western Europe	Germany	MPXV/Germany/2022/ON/RKI636
1240	OQ159034	2022-08-25	Western Europe	Germany	MPXV/Germany/2022/ON/RKI639
1241	OP689661	2022-09-02	Western Europe	Germany	MPXV/Germany/2022/ON/RKI508
1242	OP615334	2022-09-02	Western Europe	Germany	MPXV/Germany/2022/ON/RKI464
1243	OP355579	2022-08-25	Western Europe	Germany	MPXV/Germany/2022/ON/RKI323
1244	OP588282	2022-09-01	Western Europe	Germany	MPXV/Germany/2022/ON/RKI419
1245	OP615341	2022-09-01	Western Europe	Germany	MPXV/Germany/2022/ON/RKI463
1246	OP588279	2022-09-01	Western Europe	Germany	MPXV/Germany/2022/ON/RKI416
1247	OP689687	2022-09-01	Western Europe	Germany	MPXV/Germany/2022/RKI534
1248	OP215269	2022-08-25	Western Europe	Germany	MPXV/Germany/2022/RKI252
1249	OP580598	2022-08-01	North America	USA	hMPX/USA/CA-LACPHL-MA00165/2022
1250	OP764619	2022-06-01	Western Europe	Germany	MPXV/Germany/2022/RKI561
1251	OP484673	2022-09-01	Western Europe	Germany	MPXV/Germany/2022/RKI352
1252	OP324453	2022-07-12	Southern Europe	Portugal	Monkeypox/PT0129/2022
1253	ON694335	2022-05-31	Western Europe	Germany	MPXV/Germany/2022/RKI018
1254	OP959066	2022-09-14	South America	Colombia	CES-UNIMOL-MPX-202203848-L
1255	OP819950	2022-10-12	South America	Colombia	MET_INS_MPX_0956_C
1256	OP959067	2022-09-15	South America	Colombia	CES-UNIMOL-MPX-202203853-L
1257	OP837480	2022-09-20	South America	Colombia	DC_INS_MPX_1037_L
1258	OP837477	2022-09-20	South America	Colombia	DC_INS_MPX_0998_L
1259	OP623592	2022-08-09	South America	Colombia	BOL-UNIMOL-MPX-293165-L
1260	OP603018	2022-06-23	North America	USA	MPXV_USA_2022_CA0031
1261	OP451014	2022-06-23	North America	USA	MPXV_USA_2022_CA0056
1262	OP381208	2022-08-07	North America	USA	hMpxV/USA/ID-IBL-843593/2022
1263	OP863223	2022-07-02	North America	USA	hMpxV/USA/CA-CDPH-000048/2022
1264	OP863222	2022-07-02	North America	USA	hMpxV/USA/CA-CDPH-000047/2022
1265	OQ121031	2022-06-23	North America	USA	hMpxV/USA/CA-CDPH-1000077/2022
1266	OP628463	2022-08-25	North America	USA	MpxV/human/USA/WA-UW-085241/2022
1267	OP628445	2022-08-24	North America	USA	MpxV/human/USA/WA-UW-082002/2022
1268	OP587252	2022-07-14	North America	USA	MPXV/Human/USA/CA-CDPH-MPX000023/2022
1269	OP587251	2022-07-12	North America	USA	MPXV/Human/USA/CA-CDPH-MPX000022/2022
1270	OQ330992	2022-10-21	North America	USA	Monkeypox virus/Human/USA/CA-LACPHL-MA00385/2022
1271	OQ330991	2022-10-21	North America	USA	Monkeypox virus/Human/USA/CA-LACPHL-MA00384/2022
1272	OP881945	2022-09-01	North America	USA	MPXV_USA_2022_FL0026
1273	OP680488	2022-07-14	North America	USA	Monkeypox virus/Human/USA/CA-LACPHL-MA00210/2022
1274	OP594199	2022-09-01	Western Europe	Germany	MPXV/Germany/2022/RKI435
1275	OP879725	2022-07-28	North America	USA	NJ-MPXV-004-rpt1
1276	OP879724	2022-07-25	North America	USA	NJ-MPXV-003-rpt1
1277	OP879723	2022-07-27	North America	USA	NJ-MPXV-002
1278	OP225965	2022-06-26	North America	USA	MPXV_USA_2022_FL0012
1279	OP225967	2022-06-26	North America	USA	MPXV_USA_2022_FL0011
1280	OP881956	2022-07-18	North America	USA	MPXV_USA_2022_VT0001
1281	OP881941	2022-08-31	North America	USA	MPXV_USA_2022_AL0001
1282	OP687939	2022-07-26	North America	USA	MPXV_USA_2022_NY0029
1283	OP680490	2022-07-14	North America	USA	Monkeypox virus/Human/USA/CA-LACPHL-MA00212/2022
1284	OP440596	2022-07-18	North America	USA	hMPX/Human/USA/CA-LACPHL-MA00016/2022
1285	OP440551	2022-07-17	North America	USA	hMPX/Human/USA/CA-LACPHL-MA00056/2022
1286	OP539935	2022-08-17	North America	USA	MPX/Human/USA/CA-LACPHL-MA00149/2022
1287	OP440584	2022-07-22	North America	USA	hMPX/Human/USA/CA-LACPHL-MA00011/2022
1288	OP539889	2022-08-11	North America	USA	MPX/Human/USA/CA-LACPHL-MA00104/2022
1289	OP615262	2022-07-17	North America	USA	MPX/Human/USA/CA-LACPHL-MA00189/2022
1290	OP722497	2022-07-21	North America	USA	MPX/Human/USA/CA-LACPHL-MA00238/2022
1291	OP381204	2022-07-28	North America	USA	hMpxV/USA/ID-IBL-841127/2022
1292	OP615272	2022-07-19	North America	USA	MPX/Human/USA/CA-LACPHL-MA00199/2022
1293	OP615276	2022-07-19	North America	USA	MPX/Human/USA/CA-LACPHL-MA00203/2022
1294	OP539921	2022-08-08	North America	USA	MPX/Human/USA/CA-LACPHL-MA00136/2022
1295	OQ330989	2022-10-19	North America	USA	Monkeypox virus/Human/USA/CA-LACPHL-MA00365/2022
1296	OP615266	2022-07-19	North America	USA	MPX/Human/USA/CA-LACPHL-MA00193/2022
1297	OP628451	2022-08-01	North America	USA	MpxV/human/USA/WA-UW-083401/2022
1298	OP722512	2022-10-11	North America	USA	MPX/Human/USA/CA-LACPHL-MA00253/2022
1299	OQ121025	2022-07-06	North America	USA	hMpxV/USA/CA-CDPH-1000071/2022
1300	OQ330978	2022-10-06	North America	USA	Monkeypox virus/Human/USA/CA-LACPHL-MA00375/2022
1301	OP748958	2022-07-18	North America	USA	Monkeypox virus/Human/USA/CA-LACPHL-MA00272/2022
1302	OP819952	2022-10-13	South America	Colombia	VAC_INS_MPX_0958_L
1303	OQ148474	2022-11-15	South America	Colombia	LBMB-UTP_MP-025_VAC
1304	OP837471	2022-10-25	South America	Colombia	VAC_INS_MPX_1052_E
1305	OP819956	2022-10-12	South America	Colombia	VAC_INS_MPX_0965_EL
1306	OP819957	2022-10-12	South America	Colombia	VAC_INS_MPX_0965_HL
1307	OP752115	2022-07-16	North America	USA	MPXV_USA_2022_OR0004
1308	OP055808	2022-07-01	North America	USA	MpxV/human/USA/WA-UW-075986/2022
1309	OP055807	2022-07-17	North America	USA	MpxV/human/USA/WA-UW-074372/2022
1310	OP257261	2022-08-01	North America	USA	MpxV/human/USA/WA-UW-084325/2022
1311	OP184760	2022-07-25	North America	USA	MpxV/human/USA/WA-UW-079401/2022
1312	OP055806	2022-07-25	North America	USA	MpxV/human/USA/WA-UW-079141/2022
1313	OP123042	2022-07-25	North America	USA	MpxV/human/USA/WA-UW-077622/2022
1314	OP310056	2022-08-31	North America	USA	MpxV/human/USA/WA-UW-089437/2022
1315	OP310048	2022-08-25	North America	USA	MpxV/human/USA/WA-UW-088871/2022
1316	OP628455	2022-08-25	North America	USA	MpxV/human/USA/WA-UW-084140/2022
1317	OP310066	2022-08-25	North America	USA	MpxV/human/USA/WA-UW-089152/2022
1318	OP310039	2022-08-25	North America	USA	MpxV/human/USA/WA-UW-080617/2022
1319	OP314959	2022-08-03	North America	USA	MPXV22/human/USA-NE-111
1320	OP431826	2022-08-12	North America	USA	MPXV22/human/USA-NE-154
1321	OP171921	2022-07-14	North America	USA	MPXV22/human/USA-NE-43
1322	OP171924	2022-07-25	North America	USA	MPXV22/human/USA-NE-63
1323	OP150924	2022-06-13	North America	USA	MPXV_USA_2022_CA006
1324	ON755231	2022-06-13	Western Europe	Germany	MPXV/Germany/2022/RKI013
1325	OP414383	2022-05-23	Southern Europe	Portugal	Monkeypox/PT0356/2022
1326	OP604520	2022-07-09	North America	USA	MPXV_USA_2022_UT0003
1327	OP727821	2022-08-27	Western Europe	Belgium	PrEV_case_1
1328	OP415270	2022-08-01	Western Europe	United Kingdom	MPX_LaJWw4_9000332
1329	OP539928	2022-08-24	North America	USA	MPX/Human/USA/CA-LACPHL-MA00143/2022
1330	OP440572	2022-07-15	North America	USA	hMPX/Human/USA/CA-LACPHL-MA00008/2022
1331	OP442548	2022-08-18	North America	USA	hMPX/Human/USA/CA-LACPHL-MA00072/2022
1332	OP555604	2022-08-22	Southern Europe	Portugal	Monkeypox/PT0533/2022
1333	OP920684	2022-10-05	North America	USA	MPXV/Human/USA/CA-LACPHL-MA00346/2022
1334	OP442545	2022-08-19	North America	USA	hMPX/Human/USA/CA-LACPHL-MA00069/2022
1335	OP722508	2022-07-19	North America	USA	MPX/Human/USA/CA-LACPHL-MA00249/2022
1336	OQ121022	2022-07-14	North America	USA	hMpxV/USA/CA-CDPH-1000068/2022
1337	OP442556	2022-08-01	North America	USA	hMPX/Human/USA/CA-LACPHL-MA00089/2022
1338	OP580594	2022-08-08	North America	USA	hMPX/USA/CA-LACPHL-MA00161/2022
1339	OP539894	2022-08-25	North America	USA	MPX/Human/USA/CA-LACPHL-MA00109/2022
1340	OP890536	2022-09-27	North America	USA	MPXV/Human/USA/CA-LACPHL-MA00302/2022
1341	OP539885	2022-08-26	North America	USA	MPX/Human/USA/CA-LACPHL-MA00100/2022
1342	OP324480	2022-07-05	Southern Europe	Portugal	Monkeypox/PT0163/2022
1343	ON983165	2022-06-14	North America	Canada	MpxV/human/CAN/UN-NML-3686/2022
1344	OP215241	2022-08-13	Western Europe	Germany	MPXV/Germany/2022/RKI201
1345	ON853670	2022-06-23	Western Europe	Germany	MPXV/Germany/2022/RKI090
1346	OP764618	2022-06-24	Western Europe	Germany	MPXV/Germany/2022/RKI560
1347	OP837344	2022-06-24	Western Europe	Germany	MPXV/Germany/2022/RKI582
1348	ON813254	2022-06-24	Western Europe	Germany	MPXV/Germany/2022/RKI057
1349	OP764623	2022-06-23	Western Europe	Germany	MPXV/Germany/2022/RKI565
1350	OP215277	2022-08-01	Western Europe	Germany	MPXV/Germany/2022/RKI258
1351	OP626122	2022-07-20	Western Europe	Germany	MPXV/Germany/2022/RKI484
1352	OP594200	2022-09-01	Western Europe	Germany	MPXV/Germany/2022/RKI436
1353	OP339855	2022-08-31	Western Europe	Germany	MPXV/Germany/2022/RKI298
1354	OP626120	2022-07-31	Western Europe	Germany	MPXV/Germany/2022/RKI482
1355	OP626119	2022-07-20	Western Europe	Germany	MPXV/Germany/2022/RKI481
1356	OP626121	2022-07-01	Western Europe	Germany	MPXV/Germany/2022/RKI483
1357	OP626118	2022-07-01	Western Europe	Germany	MPXV/Germany/2022/RKI480
1358	OP837334	2022-06-30	Western Europe	Germany	MPXV/Germany/2022/RKI572
1359	OP689679	2022-06-20	Western Europe	Germany	MPXV/Germany/2022/RKI526
1360	OP215284	2022-08-01	Western Europe	Germany	MPXV/Germany/2022/RKI265
1361	OP215231	2022-08-01	Western Europe	Germany	MPXV/Germany/2022/RKI189
1362	OP626117	2022-07-24	Western Europe	Germany	MPXV/Germany/2022/RKI479
1363	OP215266	2022-08-01	Western Europe	Germany	MPXV/Germany/2022/RKI246
1364	OP689659	2022-09-01	Western Europe	Germany	MPXV/Germany/2022/ON/RKI506
1365	OP494258	2022-09-01	Western Europe	Germany	MPXV/Germany/2022/ON/RKI305
1366	OP626116	2022-07-24	Western Europe	Germany	MPXV/Germany/2022/RKI478
1367	OP484693	2022-09-01	Western Europe	Germany	MPXV/Germany/2022/RKI372
1368	OP373390	2022-09-01	Western Europe	Germany	MPXV/Germany/2022/RKI332
1369	OP339847	2022-08-01	Western Europe	Germany	MPXV/Germany/2022/RKI290
1370	OP328309	2022-08-01	North America	USA	MpxV/human/USA/WA-UW-089142/2022
1371	OP879731	2022-08-17	North America	USA	NJ-MPXV-011
1372	OP450999	2022-07-28	North America	USA	MPXV_USA_2022_NJ0016
1373	OP536714	2022-07-04	North America	USA	MPXV-USA-IL-IDPH-053
1374	OP603005	2022-07-01	North America	USA	MPXV_USA_2022_SC0003
1375	OP257255	2022-08-01	North America	USA	MpxV/human/USA/OH-UW-073319/2022
1376	OP392531	2022-07-01	North America	USA	MpxV/human/USA/OH-UW-071356/2022
1377	OP169339	2022-07-01	North America	USA	MpxV/human/USA/OH-UW-076485/2022
1378	OQ054231	2022-09-01	North America	USA	MPXV_USA_2022_PA0010
1379	OP598104	2022-09-13	North America	USA	MPXV/Human/USA/MA-USAFSAM-M0002/2022
1380	OP837473	2022-10-25	South America	Colombia	VAC_INS_MPX_1054_L
1381	OP819948	2022-10-15	South America	Colombia	VAC_INS_MPX_0952_C
1382	OP920677	2022-10-13	North America	USA	MPXV/Human/USA/CA-LACPHL-MA00339/2022
1383	OP890544	2022-10-04	North America	USA	MPXV/Human/USA/CA-LACPHL-MA00286/2022
